title,year,genre,rating
Versus,2000,Action,3.75
Pride and Prejudice,1995,Drama,3.5555555555555554
"China Syndrome, The",1979,Drama,3.7
"Wages of Fear, The (Salaire de la peur, Le)",1953,Action,3.3
Look Who's Talking Too,1990,Comedy,1.7857142857142858
"Bells of St. Mary's, The",1945,Drama,3.5
"Delta Force, The",1986,Action,2.0
Pat and Mike,1952,Comedy,4.0
Animal Crackers,1930,Comedy,4.125
"He Said, She Said",1991,Comedy,2.0
Bedazzled,1967,Comedy,2.0
Cat People,1942,Drama,4.0
Camelot,1967,Drama,4.0
"Lonely Guy, The",1984,Comedy,3.5
"Four Musketeers, The",1974,Action,2.75
Protocol,1984,Comedy,3.0
"Postman Always Rings Twice, The",1946,Crime,3.6666666666666665
Matinee,1993,Comedy,3.0
Baxter,1989,Drama,0.5
Explorers,1985,Adventure,3.5
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",1993,Drama,4.0
Pierrot le fou,1965,Crime,3.875
Weekend (a.k.a. Le Week-end) (Week End),1967,Drama,4.0
Tuesdays with Morrie,1999,Drama,3.5
Alexander Nevsky (Aleksandr Nevskiy),1938,Action,4.0
Jason and the Argonauts,1963,Action,3.5
"Tinker, Tailor, Soldier, Spy",1979,Drama,3.625
Throne of Blood (Kumonosu jô),1957,Action,4.0
"Best of Youth, The (La meglio gioventù)",2003,Drama,4.75
Undercurrent,1946,Film-Noir,3.5
"Bang, Bang, You're Dead",2002,Drama,4.0
Twister,1990,Comedy,1.5
Sniper,1993,Action,3.0
Genghis Blues,1999,Documentary,3.5
"11'09""01 - September 11",2002,Drama,4.0
"Warriors, The",1979,Action,3.9375
Babylon 5: A Call to Arms,1999,Adventure,3.3333333333333335
Babylon 5: The River of Souls,1998,Drama,4.0
Babylon 5: Thirdspace,1998,Drama,3.6666666666666665
True Stories,1986,Comedy,5.0
"Virgin Spring, The (Jungfrukällan)",1960,Crime,3.75
Mogambo,1953,Adventure,3.0
"Secret Life of Walter Mitty, The",1947,Comedy,3.5
Another Thin Man,1939,Comedy,3.5
"Thin Man Goes Home, The",1945,Comedy,3.5
Shadow of the Thin Man,1941,Comedy,3.5
After the Thin Man,1936,Comedy,2.8333333333333335
Song of the Thin Man,1947,Comedy,3.5
Love Crazy,1941,Comedy,3.5
Gunga Din,1939,Adventure,3.1666666666666665
Children of Dune,2003,Fantasy,3.75
Dune,2000,Drama,4.375
Lammbock,2001,Comedy,4.5
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)",1993,Action,3.5
Tremors II: Aftershocks,1996,Comedy,2.7
Tremors 3: Back to Perfection,2001,Comedy,3.0
Notorious C.H.O.,2002,Comedy,3.5
The Plague of the Zombies,1966,Horror,3.0
I Walked with a Zombie,1943,Drama,2.0
Highway 61,1991,Comedy,3.25
How to Succeed in Business Without Really Trying,1967,Comedy,4.25
Pat Garrett and Billy the Kid,1973,Western,3.75
"Last Man on Earth, The (Ultimo uomo della Terra, L')",1964,Drama,3.0
"Duck, You Sucker",1971,Action,3.5
Bring Me the Head of Alfredo Garcia,1974,Crime,3.5
Ride the High Country,1962,Adventure,3.5
Master of the Flying Guillotine (Du bi quan wang da po xue di zi),1975,Action,4.5
Frankenstein Must Be Destroyed,1969,Drama,3.0
Gidget,1959,Comedy,3.5
Desperate Living,1977,Comedy,3.5
Stray Dog (Nora inu),1949,Drama,3.5
"Hidden Fortress, The (Kakushi-toride no san-akunin)",1958,Action,4.25
High and Low (Tengoku to jigoku),1963,Crime,4.0
"People Under the Stairs, The",1991,Horror,3.75
Dark Days,2000,Documentary,3.6666666666666665
Zelig,1983,Comedy,4.0
Shame (Skammen),1968,Drama,4.0
"Silence, The (Tystnaden)",1963,Drama,3.5
Winter Light (Nattvardsgästerna),1963,Drama,3.5
Through a Glass Darkly (Såsom i en spegel),1961,Drama,4.5
The Magician,1958,Drama,4.5
"Killers, The",1946,Crime,4.0
"Night of the Iguana, The",1964,Drama,3.0
Nightbreed,1990,Fantasy,2.0
Ken Park,2002,Drama,4.5
Monterey Pop,1968,Documentary,3.5
"Bridge Too Far, A",1977,Action,3.7857142857142856
Infernal Affairs (Mou gaan dou),2002,Crime,4.333333333333333
"Tale of Two Sisters, A (Janghwa, Hongryeon)",2003,Drama,3.25
Broadway Danny Rose,1984,Comedy,4.2
From Beyond,1986,Horror,4.0
Robot Jox,1990,Sci-Fi,1.0
Dolls,1987,Horror,2.5
Space Truckers,1996,Comedy,2.0
Death Race 2000,1975,Action,3.6666666666666665
"Bucket Of Blood, A",1959,Comedy,2.5
Brigadoon,1954,Fantasy,4.0
"Power of One, The",1992,Drama,4.0
"Weather Underground, The",2002,Documentary,4.0
Kikujiro (Kikujirô no natsu),1999,Comedy,3.6666666666666665
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",2003,Drama,4.25
"Phantom Tollbooth, The",1970,Adventure,3.5
"Getaway, The",1972,Action,4.0
Dark Water (Honogurai mizu no soko kara),2002,Drama,4.0
"Thing Called Love, The",1993,Comedy,3.5
The Thief,1997,Drama,4.5
How to Steal a Million,1966,Comedy,3.6666666666666665
"Stendhal Syndrome, The (Sindrome di Stendhal, La)",1996,Crime,2.0
Mean Streets,1973,Crime,4.0
Jack the Bear,1993,Comedy,1.5
I Am a Fugitive from a Chain Gang,1932,Crime,3.6666666666666665
Hamburger Hill,1987,Action,2.0
Sweet Bird of Youth,1962,Drama,3.0
Frankenstein Unbound,1990,Drama,3.0
Shiri (Swiri),1999,Action,3.5
Bad Day at Black Rock,1955,Drama,3.5
In China They Eat Dogs (I Kina spiser de hunde),1999,Action,4.0
Delta Force 2 (Delta Force 2: The Colombian Connection),1990,Action,4.0
Crossroads,1986,Drama,3.0
"Seducing Doctor Lewis (Grande séduction, La)",2003,Comedy,2.0
Sunrise: A Song of Two Humans,1927,Drama,4.0
Shock Corridor,1963,Drama,3.5
Au revoir les enfants,1987,Drama,4.1
Pursuit of Happiness,2001,Comedy,3.5
Gladiator,1992,Action,4.333333333333333
Indestructible Man,1956,Crime,0.5
"Wasp Woman, The",1959,Horror,0.5
Attack of the Giant Leeches,1959,Horror,2.25
Dead or Alive: Hanzaisha,1999,Action,4.25
Lola Montès,1955,Drama,3.5
Charly,1968,Drama,4.0
Lust for Life,1956,Drama,2.5
"Dolce Vita, La",1960,Drama,3.75
Jin Roh: The Wolf Brigade (Jin-Rô),1998,Animation,3.5
Rush,1991,Crime,4.0
Captain Blood,1935,Action,4.0
*batteries not included,1987,Children,3.2857142857142856
Educating Rita,1983,Comedy,3.1666666666666665
Sansho the Bailiff (Sanshô dayû),1954,Drama,3.5
Zazie dans le métro,1960,Comedy,3.0
"Americanization of Emily, The",1964,Comedy,4.0
Anne of the Thousand Days,1969,Drama,4.0
"Avventura, L' (Adventure, The)",1960,Drama,4.0
Beyond the Valley of the Dolls,1970,Comedy,3.5
Hiroshima Mon Amour,1959,Drama,4.0
Ugetsu (Ugetsu monogatari),1953,Drama,2.5
"Day of the Jackal, The",1973,Crime,4.083333333333333
Night of the Living Dead,1990,Horror,4.0
"Maltese Falcon, The (a.k.a. Dangerous Female)",1931,Mystery,3.6176470588235294
I Love You Again,1940,Comedy,3.5
Safety Last!,1923,Action,4.0
While the City Sleeps,1956,Drama,0.5
Little Murders,1971,Comedy,5.0
Viridiana,1961,Comedy,4.0
Masterminds,1997,Action,4.0
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),1979,Action,3.4
Arizona Dream,1993,Comedy,4.25
3 Women (Three Women),1977,Drama,4.166666666666667
Grey Gardens,1975,Documentary,3.5
Purple Rain,1984,Drama,2.7
Point of No Return,1993,Action,4.25
"Hairdresser's Husband, The (Le mari de la coiffeuse)",1990,Comedy,3.75
College,1927,Comedy,3.5
Mitchell,1975,Action,0.75
Used People,1992,Comedy,3.5
"Front Page, The",1931,Comedy,3.5
Dolls,2002,Drama,4.25
"Man Who Came to Dinner, The",1942,Comedy,4.0
Make Way for Tomorrow,1937,Drama,3.5
"Major and the Minor, The",1942,Comedy,3.5
"Caine Mutiny, The",1954,Drama,4.0
Black Narcissus,1947,Drama,4.0
Escape from Alcatraz,1979,Drama,3.7857142857142856
Oliver Twist,1948,Adventure,3.8333333333333335
Shrek 2,2004,Adventure,3.5760869565217392
"Day After Tomorrow, The",2004,Action,3.05
Raising Helen,2004,Comedy,2.75
Soul Plane,2004,Comedy,3.75
Baadasssss! (How to Get the Man's Foot Outta Your Ass),2003,Drama,3.375
Saved!,2004,Comedy,3.892857142857143
Harry Potter and the Prisoner of Azkaban,2004,Adventure,3.913978494623656
Mindhunters,2004,Action,2.6666666666666665
"Blind Swordsman: Zatoichi, The (Zatôichi)",2003,Action,3.9583333333333335
"Chronicles of Riddick, The",2004,Action,3.3043478260869565
Garfield: The Movie,2004,Animation,2.3
"Stepford Wives, The",2004,Comedy,2.25
"Hunting of the President, The",2004,Documentary,2.5
Napoleon Dynamite,2004,Comedy,3.324324324324324
"Doctor, The",1991,Drama,4.0
"Dresser, The",1983,Drama,3.0
Father Hood,1993,Comedy,2.5
Hello Again,1987,Comedy,2.5
Hope Springs,2003,Comedy,1.0
Lover Come Back,1961,Comedy,3.0
Police Academy: Mission to Moscow,1994,Comedy,0.8
Big Wednesday,1978,Comedy,3.0
Book of Love,1990,Comedy,2.0
Hour of the Wolf (Vargtimmen),1968,Drama,4.5
Suddenly,1954,Crime,3.5
"Divorcee, The",1930,Drama,4.0
Meet the Applegates,1991,Comedy,2.0
Robot Carnival (Roboto kânibauru),1987,Animation,4.0
Americathon,1979,Comedy,1.5
Sands of Iwo Jima,1949,Action,2.5
This Island Earth,1955,Sci-Fi,1.0
Anthony Adverse,1936,Adventure,3.0
Blackboard Jungle,1955,Drama,3.25
Luna Papa,1999,Comedy,3.5
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto),1970,Crime,4.0
To Each His Own,1946,Drama,3.5
"Heiress, The",1949,Drama,3.5
Dragon Seed,1944,Drama,3.5
Executive Suite,1954,Drama,3.0
Johnny Belinda,1948,Drama,4.0
Super Size Me,2004,Comedy,3.51
Johnny Eager,1942,Crime,3.5
"Jetée, La",1962,Romance,4.5
Northwest Passage,1940,Action,3.0
"Picture of Dorian Gray, The",1945,Drama,2.0
"Human Condition I, The (Ningen no joken I)",1959,Drama,4.5
Please Don't Eat the Daisies,1960,Children,3.5
White Heat,1949,Crime,3.6666666666666665
"Christmas Carol, A (Scrooge)",1951,Drama,3.25
Memphis Belle,1990,Action,3.0833333333333335
"Cincinnati Kid, The",1965,Drama,0.5
Animal Factory,2000,Crime,2.5
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),1974,Action,2.5
"Hitcher, The",1986,Action,3.625
Show Boat,1951,Drama,3.0
Fear X,2003,Mystery,2.25
Freaks,1932,Crime,3.1666666666666665
"Immigrant, The",1917,Comedy,4.5
Silent Movie,1976,Comedy,3.5
Anna Christie,1930,Drama,3.5
Dr. Jekyll and Mr. Hyde,1931,Drama,2.0
Around the World in 80 Days,2004,Adventure,2.5
Dodgeball: A True Underdog Story,2004,Comedy,3.551282051282051
"Terminal, The",2004,Comedy,3.3191489361702127
Dear Frankie,2004,Drama,3.75
White Chicks,2004,Action,2.8333333333333335
"Door in the Floor, The",2004,Drama,2.5
"Notebook, The",2004,Drama,3.5657894736842106
Two Brothers (Deux frères),2004,Adventure,3.5
De-Lovely,2004,Drama,4.0
"Day at the Races, A",1937,Comedy,4.0
Bob & Carol & Ted & Alice,1969,Comedy,3.5
"Claymation Christmas Celebration, A",1987,Animation,1.5
"Happenstance (Battement d'ailes du papillon, Le)",2001,Comedy,3.0
Comandante,2003,Documentary,4.0
Undead,2003,Action,3.25
Into the Woods,1991,Adventure,5.0
Pirates of Silicon Valley,1999,Documentary,4.0
Manufacturing Consent: Noam Chomsky and the Media,1992,Documentary,4.25
Mayor of the Sunset Strip,2003,Documentary,3.5
Killing Me Softly,2002,Drama,4.0
"Philadelphia Experiment, The",1984,Adventure,3.5
Juice,1992,Action,4.0
Revenge of the Pink Panther,1978,Comedy,3.25
Angels with Dirty Faces,1938,Crime,3.75
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),1933,Comedy,4.0
Taxi,1998,Action,3.2
Taxi 3,2003,Action,3.25
Tokyo Godfathers,2003,Adventure,3.9
Our Hospitality,1923,Comedy,3.25
All of Me,1984,Comedy,2.5
"Farmer's Daughter, The",1947,Comedy,3.5
Overboard,1987,Comedy,3.0
Butterfield 8,1960,Drama,3.0
"Exterminating Angel, The (Ángel exterminador, El)",1962,Comedy,1.5
Fahrenheit 9/11,2004,Documentary,3.4864864864864864
Roxanne,1987,Comedy,3.272727272727273
Dr. Terror's House of Horrors,1965,Horror,1.5
Secret Society,2002,Comedy,0.5
"Last Starfighter, The",1984,Action,3.5714285714285716
Spider-Man 2,2004,Action,3.8037974683544302
Before Sunset,2004,Drama,3.7
King Arthur,2004,Action,2.9615384615384617
Anchorman: The Legend of Ron Burgundy,2004,Comedy,3.7719298245614037
"Cinderella Story, A",2004,Comedy,3.2777777777777777
"I, Robot",2004,Action,3.4918032786885247
"Maria Full of Grace (Maria, Llena eres de gracia)",2004,Crime,3.9375
Long Day's Journey Into Night,1962,Drama,3.5
"Short Film About Killing, A (Krótki film o zabijaniu)",1988,Crime,3.75
"Bourne Supremacy, The",2004,Action,3.7866666666666666
Catwoman,2004,Action,1.3333333333333333
A Home at the End of the World,2004,Drama,3.5
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)",1933,Crime,4.0
Flash Gordon Conquers the Universe,1940,Action,1.25
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",1956,Adventure,3.5
"Miracle of Marcelino, The (Marcelino pan y vino)",1955,Comedy,3.5
Slaughterhouse-Five,1972,Comedy,4.0
"Bachelor and the Bobby-Soxer, The",1947,Comedy,3.0
Mr. Blandings Builds His Dream House,1948,Comedy,3.0
My Favorite Wife,1940,Comedy,3.0
"New Adventures of Pippi Longstocking, The",1988,Adventure,3.0
Night and Day,1946,Drama,2.5
"Snake Pit, The",1948,Drama,3.5
"Super, The",1991,Comedy,2.0
"Leopard, The (Gattopardo, Il)",1963,Drama,4.25
"Day of the Locust, The",1975,Drama,2.0
To End All Wars,2001,Action,4.0
"Woman Is a Woman, A (femme est une femme, Une)",1961,Comedy,5.0
Biggles,1986,Adventure,3.0
"Yesterday, Today and Tomorrow (Ieri, oggi, domani)",1963,Comedy,4.0
Unprecedented: The 2000 Presidential Election,2002,Documentary,3.5
"Prime of Miss Jean Brodie, The",1969,Drama,4.0
My Voyage to Italy (Il mio viaggio in Italia),1999,Documentary,3.0
Sherlock Holmes: Terror by Night,1946,Crime,3.0
"Spy Who Came in from the Cold, The",1965,Drama,0.5
Sherlock Holmes and the Secret Weapon,1942,Crime,3.0
Sherlock Holmes: The Woman in Green,1945,Mystery,3.5
Sherlock Holmes: Dressed to Kill,1946,Crime,3.75
"Manchurian Candidate, The",2004,Thriller,3.0416666666666665
Thunderbirds,2004,Action,2.75
"Village, The",2004,Drama,3.1923076923076925
Garden State,2004,Comedy,3.7083333333333335
Musa the Warrior (Musa),2001,Action,4.5
"Funny Thing Happened on the Way to the Forum, A",1966,Comedy,3.1
Collateral,2004,Action,3.7613636363636362
Little Black Book,2004,Comedy,2.1666666666666665
Code 46,2003,Romance,4.5
"Story of Women (Affaire de femmes, Une)",1988,Drama,5.0
Harold and Kumar Go to White Castle,2004,Adventure,3.4558823529411766
"Princess Diaries 2: Royal Engagement, The",2004,Comedy,2.5
Danny Deckchair,2003,Comedy,3.25
AVP: Alien vs. Predator,2004,Action,2.823529411764706
We Don't Live Here Anymore,2004,Drama,4.0
Without a Paddle,2004,Comedy,2.0
Exorcist: The Beginning,2004,Horror,2.5
"Bill Cosby, Himself",1983,Comedy,4.0
Anacondas: The Hunt for the Blood Orchid,2004,Adventure,1.75
Suspect Zero,2004,Crime,3.5
Warriors of Heaven and Earth (Tian di ying xiong),2003,Action,3.25
Vanity Fair,2004,Drama,3.5
Paparazzi,2004,Drama,2.3333333333333335
Wicker Park,2004,Drama,3.3333333333333335
Alice Doesn't Live Here Anymore,1974,Drama,4.166666666666667
Who's That Knocking at My Door?,1967,Drama,1.0
Camera Buff (Amator),1979,Drama,3.0
"Vitelloni, I (a.k.a. The Young and the Passionate)",1953,Drama,3.5
Cellular,2004,Action,2.857142857142857
Resident Evil: Apocalypse,2004,Action,2.9285714285714284
Mr. 3000,2004,Comedy,2.6666666666666665
Sky Captain and the World of Tomorrow,2004,Action,2.638888888888889
Wimbledon,2004,Comedy,3.111111111111111
First Daughter,2004,Comedy,3.3333333333333335
"Forgotten, The",2004,Drama,2.5
"Motorcycle Diaries, The (Diarios de motocicleta)",2004,Adventure,3.7962962962962963
Shaun of the Dead,2004,Comedy,4.0064935064935066
"Come Back, Little Sheba",1952,Drama,4.0
Murder on the Orient Express,1974,Crime,3.25
Mask,1985,Drama,3.4285714285714284
Orca: The Killer Whale,1977,Action,1.5
1492: Conquest of Paradise,1992,Adventure,2.5
Cannibal Holocaust,1980,Horror,2.6666666666666665
Shark Tale,2004,Animation,2.3461538461538463
Ladder 49,2004,Action,3.6666666666666665
I Heart Huckabees,2004,Comedy,3.4523809523809526
Raise Your Voice,2004,Romance,5.0
Taxi,2004,Action,1.75
Primer,2004,Drama,3.7941176470588234
Stage Beauty,2004,Drama,3.5
Shall We Dance?,2004,Comedy,3.0
Team America: World Police,2004,Action,3.46875
Eulogy,2004,Comedy,3.0
P.S.,2004,Comedy,4.25
"Country Girl, The",1954,Drama,3.5
"Rose Tattoo, The",1955,Drama,3.5
"Fearless Vampire Killers, The",1967,Comedy,3.6666666666666665
"Decline of the American Empire, The (Déclin de l'empire américain, Le)",1986,Comedy,4.0
Bebe's Kids,1992,Animation,1.0
Friday Night Lights,2004,Action,3.5625
Tarnation,2003,Documentary,4.0
"Final Cut, The",2004,Sci-Fi,3.6666666666666665
Being Julia,2004,Comedy,1.75
Surviving Christmas,2004,Comedy,2.75
"Grudge, The",2004,Horror,2.3
Alfie,2004,Comedy,2.3333333333333335
Sideways,2004,Comedy,3.7435897435897436
The Machinist,2004,Drama,3.986842105263158
Vera Drake,2004,Drama,3.0
Falling Angels,2003,Drama,3.5
Lightning in a Bottle,2004,Documentary,4.0
Undertow,2004,Crime,3.0
Saw,2004,Horror,3.1818181818181817
Ray,2004,Drama,3.6842105263157894
Birth,2004,Drama,2.5
"Incredibles, The",2004,Action,3.836
Callas Forever,2002,Drama,3.0
"Polar Express, The",2004,Adventure,3.1363636363636362
Kinsey,2004,Drama,3.125
Seed of Chucky (Child's Play 5),2004,Comedy,1.75
After the Sunset,2004,Action,3.5833333333333335
Bridget Jones: The Edge of Reason,2004,Comedy,3.025
Finding Neverland,2004,Drama,3.609375
National Treasure,2004,Action,3.263157894736842
Bad Education (La mala educación),2004,Drama,3.75
"SpongeBob SquarePants Movie, The",2004,Adventure,3.0
Alexander,2004,Action,2.2
Christmas with the Kranks,2004,Children,2.5
Guerrilla: The Taking of Patty Hearst,2004,Documentary,4.0
Closer,2004,Drama,3.71875
I Am David,2003,Drama,3.0
House of Flying Daggers (Shi mian mai fu),2004,Action,3.52
Ocean's Twelve,2004,Action,3.2906976744186047
Blade: Trinity,2004,Action,2.857142857142857
Bush's Brain,2004,Documentary,3.0
Damn Yankees!,1958,Comedy,3.5
That's Entertainment,1974,Documentary,4.0
D.A.R.Y.L.,1985,Adventure,2.0
Fire in the Sky,1993,Drama,2.0
"Invisible Man Returns, The",1940,Horror,2.5
Love Me If You Dare (Jeux d'enfants),2003,Drama,4.1
Control Room,2004,Documentary,4.333333333333333
"Hunchback of Notre Dame, The",1923,Drama,3.0
Sherlock Jr.,1924,Comedy,3.0
"Freshman, The",1925,Comedy,4.0
Greed,1924,Drama,4.0
"Jazz Singer, The",1927,Drama,4.0
"Steamboat Bill, Jr.",1928,Comedy,4.5
"Andalusian Dog, An (Chien andalou, Un)",1929,Fantasy,4.5
Little Caesar,1931,Crime,4.0
Boudu Saved From Drowning (Boudu sauvé des eaux),1932,Comedy,0.5
Scarface,1932,Crime,3.75
Dinner at Eight,1933,Comedy,3.5
Gold Diggers of 1933,1933,Musical,3.5
"Atalante, L'",1934,Comedy,4.5
Fury,1936,Drama,3.375
Libeled Lady,1936,Comedy,3.5
Mr. Deeds Goes to Town,1936,Comedy,3.5
Camille,1936,Drama,4.0
Captains Courageous,1937,Adventure,4.0
Stage Door,1937,Drama,4.166666666666667
Holiday,1938,Comedy,3.0
Wuthering Heights,1939,Drama,3.25
"Letter, The",1940,Drama,4.0
Here Comes Mr. Jordan,1941,Comedy,3.5
Random Harvest,1942,Drama,4.0
Tales of Manhattan,1942,Comedy,5.0
Day of Wrath (Vredens dag),1943,Drama,4.0
"Miracle of Morgan's Creek, The",1944,Comedy,3.5
Mr. Skeffington,1944,Drama,5.0
Great Expectations,1946,Drama,3.5
"Stranger, The",1946,Drama,3.0
Easter Parade,1948,Musical,3.3333333333333335
"Lady from Shanghai, The",1947,Drama,3.5
"Three Musketeers, The",1948,Action,3.5
Unfaithfully Yours,1948,Comedy,5.0
"Letter to Three Wives, A",1949,Comedy,4.0
Annie Get Your Gun,1950,Comedy,2.5
King Solomon's Mines,1950,Action,3.0
"Young and the Damned, The (Olvidados, Los)",1950,Crime,4.0
"Star Is Born, A",1954,Drama,3.5
The Wild One,1953,Drama,3.5
Confidential Report,1955,Crime,3.5
Night and Fog (Nuit et brouillard),1955,Crime,4.5
Teacher's Pet,1958,Comedy,4.0
"Human Condition II, The (Ningen no joken II)",1959,Drama,4.5
Pickpocket,1959,Crime,2.75
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),1960,Drama,4.5
"Human Condition III, The (Ningen no joken III)",1961,Drama,5.0
Advise and Consent,1962,Drama,5.0
Harakiri (Seppuku),1962,Drama,4.5
"Music Man, The",1962,Children,3.9
"Carabineers, The (Carabiniers, Les)",1963,Comedy,0.5
"Hush... Hush, Sweet Charlotte",1964,Horror,4.5
Onibaba,1964,Drama,4.5
Robinson Crusoe on Mars,1964,Sci-Fi,2.0
"Battle of Algiers, The (La battaglia di Algeri)",1966,Drama,4.3
"Charlie Brown Christmas, A",1965,Animation,4.0
Major Dundee,1965,Adventure,2.0
"Thousand Clowns, A",1965,Comedy,5.0
Andrei Rublev (Andrey Rublyov),1969,Drama,4.5
Au Hasard Balthazar,1966,Crime,3.5
Batman,1966,Action,3.0
Closely Watched Trains (Ostre sledované vlaky),1966,Comedy,4.0
Tokyo Drifter (Tôkyô nagaremono),1966,Action,3.75
Branded to Kill (Koroshi no rakuin),1967,Action,5.0
Play Time (a.k.a. Playtime),1967,Comedy,3.1666666666666665
Point Blank,1967,Action,3.0
Titicut Follies,1967,Documentary,2.5
Asterix and Cleopatra (Astérix et Cléopâtre),1968,Action,4.25
"Diamond Arm, The (Brilliantovaya ruka)",1968,Action,3.5
Sympathy for the Devil,1968,Documentary,3.0
"Yours, Mine and Ours",1968,Children,2.75
"Claire's Knee (Genou de Claire, Le)",1970,Comedy,4.5
Performance,1970,Crime,4.0
"White Sun of the Desert, The (Beloe solntse pustyni)",1970,Action,4.0
Zabriskie Point,1970,Drama,4.0
Duel,1971,Action,3.2
They Call Me Trinity,1971,Comedy,3.75
"Topo, El",1970,Fantasy,3.9
Dr. Phibes Rises Again,1972,Adventure,4.5
Charley Varrick,1973,Crime,3.0
Dark Star,1974,Comedy,2.5
Sisters,1973,Horror,4.0
Turkish Delight (Turks fruit),1973,Drama,4.0
California Split,1974,Comedy,4.0
Emmanuelle,1974,Drama,3.5
Gone in 60 Seconds,1974,Action,3.125
"Holy Mountain, The (Montaña sagrada, La)",1973,Drama,4.5
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",1976,Action,3.6666666666666665
French Connection II,1975,Action,3.0
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)",1975,Comedy,4.0
"Passenger, The (Professione: reporter)",1975,Drama,5.0
Trilogy of Terror,1975,Horror,4.0
1900 (Novecento),1976,Drama,4.5
Futureworld,1976,Sci-Fi,2.5
Harlan County U.S.A.,1976,Documentary,5.0
Silver Streak,1976,Action,3.6666666666666665
High Anxiety,1977,Comedy,3.5
"New York, New York",1977,Drama,2.5
"Turning Point, The",1977,Drama,4.0
Five Deadly Venoms,1978,Action,3.5
Last Hurrah for Chivalry (Hao xia),1979,Action,5.0
"Clonus Horror, The",1979,Horror,2.75
Snake in the Eagle's Shadow (Se ying diu sau),1978,Action,3.25
Hair,1979,Comedy,3.1666666666666665
Love at First Bite,1979,Comedy,4.0
"Hitch Hikers Guide to the Galaxy, The",1981,Adventure,4.0
Smiley's People,1982,Drama,4.0
Blue Thunder,1983,Action,3.0
"Day After, The",1983,Drama,3.0
Eddie Murphy Delirious,1983,Comedy,4.375
"Norte, El",1984,Adventure,3.5
Twilight Zone: The Movie,1983,Fantasy,3.0
Boy Meets Girl,1984,Drama,3.0
Cloak & Dagger,1984,Action,3.25
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)",1984,Adventure,2.25
"Silent Night, Deadly Night",1984,Horror,3.5
"Times of Harvey Milk, The",1984,Documentary,4.5
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),1984,Comedy,4.0
Anne of Green Gables,1985,Children,4.5
Death of a Salesman,1985,Drama,3.0
Ewoks: The Battle for Endor,1985,Adventure,3.0
Police Story (Ging chaat goo si),1985,Action,4.25
"Quiet Earth, The",1985,Drama,4.25
Spies Like Us,1985,Comedy,2.75
White Nights,1985,Drama,3.0
'Round Midnight,1986,Drama,3.5
Club Paradise,1986,Comedy,2.0
"Sacrifice, The (Offret - Sacraficatio)",1986,Drama,4.166666666666667
"Better Tomorrow, A (Ying hung boon sik)",1986,Crime,3.8333333333333335
"Decalogue, The (Dekalog)",1989,Crime,5.0
G.I. Joe: The Movie,1987,Action,2.0
Hell Comes to Frogtown,1988,Action,2.0
"Law of Desire (Ley del deseo, La)",1987,Comedy,4.0
Prince of Darkness,1987,Fantasy,4.5
"Chinese Ghost Story, A (Sinnui yauwan)",1987,Action,4.25
"Better Tomorrow II, A (Ying hung boon sik II)",1987,Crime,4.0
"Bourne Identity, The",1988,Action,3.388888888888889
Dominick and Eugene,1988,Drama,3.0
Killer Klowns from Outer Space,1988,Comedy,2.0
Moonwalker,1988,Musical,3.0
Alice (Neco z Alenky),1988,Animation,3.75
Life Is a Long Quiet River (La vie est un long fleuve tranquille),1988,Comedy,4.0
Lonesome Dove,1989,Adventure,3.75
Kiki's Delivery Service (Majo no takkyûbin),1989,Adventure,4.0588235294117645
Almost an Angel,1990,Comedy,2.5
Cry-Baby,1990,Comedy,3.8
Bullet in the Head,1990,Action,4.0
Ghost Dad,1990,Comedy,1.5
It,1990,Drama,4.0
Ju Dou,1990,Drama,3.5
"Krays, The",1990,Drama,3.5
Lionheart,1990,Action,0.5
Nuns on the Run,1990,Comedy,2.25
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),1989,Action,3.0
State of Grace,1990,Crime,4.0
35 Up,1991,Documentary,4.0
Days of Being Wild (A Fei jingjyuhn),1990,Drama,4.5
Begotten,1990,Drama,0.5
Dutch,1991,Comedy,2.5
Hearts of Darkness: A Filmmakers Apocalypse,1991,Documentary,3.8
Johnny Stecchino,1991,Comedy,4.0
Riki-Oh: The Story of Ricky (Lik Wong),1991,Action,4.5
Mannequin 2: On the Move,1991,Comedy,1.5
Only Yesterday (Omohide poro poro),1991,Animation,2.5
Other People's Money,1991,Comedy,2.5
Quigley Down Under,1990,Adventure,3.25
